"id","n","type"
"Lizardo, Pedro",1,"person"
"Lizaur, José Agustín",1,"person"
"LL. RR",1,"person"
"Lladré",1,"person"
"Llanas Aguilaniedo, José María",4,"person"
"Llaneces, José",1,"person"
"Llano Persi, Manuel de",45,"person"
"Llanos, Américo",1,"person"
"Llanos, Luis de",1,"person"
"Lleras A., Alfredo",2,"person"
"Lleras Codazzi, Ricardo",1,"person"
"Llona, Alvaro",1,"person"
"Llona, Numa P.",5,"person"
"Llorente Fernández, Ildefonso",38,"person"
"Llorente, Teodoro",4,"person"
"Llorente, Vicente Daniel",2,"person"
"Lluria Despau, Enrique",4,"person"
"Lois, José",1,"person"
"Loma, José de la",2,"person"
"Londoño, Pedro P.",4,"person"
"Londoño, Víctor Manuel",35,"person"
"Longfellow, Henry Wadsworth",3,"person"
"López-Chávarri, Eduard",3,"person"
"López-Roberts, Mauricio",11,"person"
"López Ballesteros, Luis",1,"person"
"López Cabarros, Manuel",1,"person"
"López Carvajal, Francisco",5,"person"
"López de Ayala, Adelardo",3,"person"
"López de Haro, Rafael",1,"person"
"López de Mesa, Luis",36,"person"
"López de Sáa, Leopoldo",1,"person"
"López Domínguez, José",3,"person"
"López Iriarte, E.",1,"person"
"López Lapuya, Isidoro",19,"person"
"López Montenegro, Ramón",1,"person"
"López Muñoz, Antonio",1,"person"
"López Penha, Abraham Z.",8,"person"
"López Penha, Abraham Zacarías",1,"person"
"López Pinillos, José",1,"person"
"López Portillo y Rojas, José",1,"person"
"López Puigcerver, Joaquín",2,"person"
"López Silva, José",1,"person"
"López, Alejandro",3,"person"
"López, Carlos",2,"person"
"López, Deuteronomio",1,"person"
"López, Ismael",38,"person"
"López, José María",2,"person"
"López, Lucio Vicente",3,"person"
"López, Nicolás María",2,"person"
"López, Rafael",1,"person"
"López, Samuel",1,"person"
"Lora y Lora, José",5,"person"
"Lorenzana, Máximo",1,"person"
"Lorenzo Coria, Martín",2,"person"
"Loti, Pierre",9,"person"
"Louÿs, Pierre",4,"person"
"Lowell, James Russell",1,"person"
"Lozano y Lozano, Fabio",8,"person"
"Lozano, Alberto",15,"person"
"Lucas, José Antonio",1,"person"
"Luceño, Tomás",28,"person"
"Luchichí, Ignacio Miguel",1,"person"
"Lucini Callejo, Eduardo",2,"person"
"Luco, Victor",1,"person"
"Lucretius Carus, Titus",2,"person"
"Lugo, Francisco Aniceto",2,"person"
"Lugo, Silvio",1,"person"
"Lugones, Leopoldo",5,"person"
"Luigi",3,"person"
"Luis",1,"person"
"Luna, Adolfo",3,"person"
"Lustonó, Eduardo de",20,"person"
"Lynch del Solar, Enrique",3,"person"
"Lynch, Albert",2,"person"
"M.",4,"person"
"M. B.",1,"person"
"M. de M.",1,"person"
"M. P.",1,"person"
"M., C.",1,"person"
"Mabire, Pierre-Hippolyte",1,"person"
"Macdougall, William Brown",3,"person"
"Maceín, Francisco",30,"person"
"Machado, Antonio",22,"person"
"Machado, Gonzalo",1,"person"
"Machado, Manuel",26,"person"
"MacNeil, Hermon Atkins",1,"person"
"Macpherson, F.",1,"person"
"Macpherson, M. A.",1,"person"
"Madariaga, Federico de",6,"person"
"Madrid y Madrid, Juan",1,"person"
"Maese Pedro",6,"person"
"Maeterlinck, Maurice",6,"person"
"Maeztu, Ramiro de",42,"person"
"Magallanes Moure, Manuel",2,"person"
"Magenis, Ramón",1,"person"
"Mailly, Louis de",2,"person"
"Maizeroy, René",2,"person"
"Malatesta, Errico",1,"person"
"Maldonado, Enrique",4,"person"
"Mallarino, Julio D.",1,"person"
"Mallarmé, Stéphane",3,"person"
"Malon, Benoît",1,"person"
"Malvina",1,"person"
"Mancheño y Olivares, Miguel",8,"person"
"Manrique de Lara, Manuel",1,"person"
"Manrique, Juan E.",1,"person"
"Manrique, Pedro Carlos",1,"person"
"Mansilla, Lucio Victorio",2,"person"
"Mantegazza, Paolo",5,"person"
"Maragall, Joan",6,"person"
"Maragall, Juan",1,"person"
"Marat, Jean-Paul",1,"person"
"Marbán, José",1,"person"
"Marcoartu Goicoechea, Macario",3,"person"
"Marcos",1,"person"
"Margueritte, Paul",5,"person"
"Margueritte, Victor",1,"person"
"María Enriqueta",10,"person"
"Marín",5,"person"
"Marín Llovet, Ricardo",20,"person"
"Marín Sáenz, M.",1,"person"
"Marín, Abel",14,"person"
"Marín, Juan Bautista",1,"person"
"Marinas, A.",1,"person"
"Marinetti, Filippo Tommaso",2,"person"
"Mario, F.",1,"person"
"Marni, J.",1,"person"
"Maroto, Rafael",1,"person"
"Marqués viudo de Santa Marta",1,"person"
"Márquez Bravo, Tomás",3,"person"
"Márquez Cuervo, Carlos",1,"person"
"Márquez Sterling, Manuel",2,"person"
"Marquina, Eduardo",21,"person"
"Marquina, Pedro",1,"person"
"Marroquín, José Manuel",2,"person"
"Martel, Julián",1,"person"
"Martel, L.",1,"person"
"Martí, José",7,"person"
"Martín",2,"person"
"Martín Llorente, Francisco",5,"person"
"Martín Mateos, Nicomedes",1,"person"
"Martín Mínguez, Bernardino",12,"person"
"Martín, José",1,"person"
"Martín, Juan",1,"person"
"Martín, Melitón",21,"person"
"Martínez Espada, M.",1,"person"
"Martínez Espada, Manuel",14,"person"
"Martínez Jerez, José",4,"person"
"Martínez Luján, Domingo",2,"person"
"Martínez Peralta, Augusto",1,"person"
"Martínez R., L.",2,"person"
"Martínez Rivas, Federico",1,"person"
"Martínez Rubio, Rafael",21,"person"
"Martínez Ruiz, José",36,"person"
"Martínez Sierra, Gregorio",69,"person"
"Martínez Silva, Carlos",1,"person"
"Martínez Vijil, Carlos",1,"person"
"Martínez Villergas, Juan",1,"person"
"Martínez, Alberto B.",1,"person"
"Martínez, Antonio R.",1,"person"
"Martínez, José María",1,"person"
"Martínez, Juan Ángel",1,"person"
"Martínez, Miguel",1,"person"
"Martínez, Victor",1,"person"
"Martini, Rómulo E.",1,"person"
"Martón é Izaguirre, J.",1,"person"
"Maruja",1,"person"
"Más, F.",1,"person"
"Massó Torrents, Jaime",1,"person"
"Massó, M.",1,"person"
"Mata, Andrés A.",7,"person"
"Matamoros, Mercedes",1,"person"
"Mateus, Jorge",1,"person"
"Matheu Aybar, José María",12,"person"
"Matos Hurtado, Belisario",2,"person"
"Matoses, Manuel",1,"person"
"Matta, Guillermo",1,"person"
"Matte Bello, Rebeca",2,"person"
"Maudsley, Henry",1,"person"
"Maupassant, Guy de",16,"person"
"Maura Montaner, Bartolomé",1,"person"
"Maura, Antonio",1,"person"
"Maura, Gabriel",1,"person"
"Mauret Caamaño, Alberto",13,"person"
"Mauthner, Fritz",1,"person"
"Maximino",1,"person"
"Máximo",1,"person"
"May, Dick",1,"person"
"Maya, Juan Antonio",2,"person"
"Maya, Juan F.",1,"person"
"Mayorga Rivas, Román",1,"person"
"Mazel, Henri",1,"person"
"Maziel, Juan Baltasar",5,"person"
"Mazière, G. de",1,"person"
"Medina Vera, Inocencio",28,"person"
"Medina, Vicente",17,"person"
"Meisonnier, Ernest",1,"person"
"Mejía Ángel, Gustavo",2,"person"
"Mejía Arango, Félix",14,"person"
"Mejía V., Sebastián",1,"person"
"Mejía, Epifanio",5,"person"
"Mejía, Gabriel",1,"person"
"Mela, Juan",1,"person"
"Melgar",1,"person"
"Mellado, Fernando",7,"person"
"Melossi, Alfredo",3,"person"
"Mena y García, José",1,"person"
"Mendés, Catulle",18,"person"
"Mendès, Catulle",4,"person"
"Méndez de Cuenca, Laura",10,"person"
"Méndez y Mendoza, Eugenio",1,"person"
"Méndez, Félix",1,"person"
"Méndez, Juan de Dios",1,"person"
"Mendive y Daumy, Rafael María de",1,"person"
"Mendizábal, Ignacio",1,"person"
"Mendoza, Diego",7,"person"
"Mendoza, Mariano Martín de",3,"person"
"Menéndez y Pelayo, Marcelino",4,"person"
"Menéndez, Damián",2,"person"
"Mercader-Belloch, Enrique de",4,"person"
"Mercado, Julio",1,"person"
"Merchán, Rafael María",9,"person"
"Merezhkovski, Dmitri",1,"person"
"Merizalde Uribe, Antonio",9,"person"
"Merlino, Severio",1,"person"
"Merlo Monjuí, J. M.",1,"person"
"Merrill, Stuart",1,"person"
"Mesa Jaramillo, José María",1,"person"
"Mesa Nicholls, Alejandro",5,"person"
"Mesa, Enrique de",4,"person"
"Mesa, Rafael",35,"person"
"Mestres, Apeles",1,"person"
"Meteyard, Sidney",2,"person"
"Meurville, Louis de",1,"person"
"Meyerbeer, Giacomo",1,"person"
"Meza y Suárez Inclán, Ramón",2,"person"
"Mézières, Alfred",1,"person"
"Michaud-D'Hamiae, L.",1,"person"
"Michel, Louise",1,"person"
"Michelsen Uribe, Gustavo",1,"person"
"Miguel Ángel",1,"person"
"Miguel, Maximino de",1,"person"
"Mikhaël, Efraín",1,"person"
"Milá, A. I.",2,"person"
"Mill, John Stuart",1,"person"
"Millican, Albert",2,"person"
"Minguez, Ángel",7,"person"
"Mínimo",1,"person"
"Miranda, Delio",1,"person"
"Mirbeau, Octave",3,"person"
"Miró",2,"person"
"Miró Ferrer, Gabriel",1,"person"
"Miseno",1,"person"
"Misteriosa",1,"person"
"Misti",1,"person"
"Mistral, Frédéric",2,"person"
"Mitre, Bartolomé",10,"person"
"Mitty, Jean de",2,"person"
"Mockel, Albert",3,"person"
"Moireau, Auguste",1,"person"
"Moirisse, S. E.",2,"person"
"Molina Garcés, Ciro",14,"person"
"Molina Paniagua, Modesto",1,"person"
"Molina, Carlos A.",3,"person"
"Molina, Ernesto",1,"person"
"Molina, Juan Ramón",1,"person"
"Molina, Pedro Antonio",1,"person"
"Monasterio, Antonio de",1,"person"
"Monasterios Velásquez, Jesús María",1,"person"
"Monocle",1,"person"
"Monsalve, José Dolores",2,"person"
"Montaner, Joaquín",1,"person"
"Monte, D. L.",1,"person"
"Montemar",2,"person"
"Montero Ríos, Eugenio",3,"person"
"Montero, M. M.",1,"person"
"Monterrey, Manuel",1,"person"
"Monterrey, Margarita María de",9,"person"
"Montes de Oca, Manuel Augusto",1,"person"
"Montes del Valle, Agripina",2,"person"
"Montesquieu, Charles de Secondat, baron de",2,"person"
"Monti",1,"person"
"Montilla y Adan, Juan",1,"person"
"Montilla, A.",2,"person"
"Montilla, R.",2,"person"
"Montmorency-Laval, Anne-Adrien-Pierre de",1,"person"
"Montoro, Rafael",2,"person"
"Montoya Canal, Aníbal",1,"person"
"Montoya Kennedy, F. A.",2,"person"
"Montoya Pérez, Rafael",11,"person"
"Montoya, Antonio José",18,"person"
"Montoya, Eladio",1,"person"
"Montoya, Gabriel",28,"person"
"Montoya, José",11,"person"
"Montoya, Mariano",1,"person"
"Mora Vásquez, José Manuel",2,"person"
"Mora, Félix",1,"person"
"Mora, José Joaquín de",1,"person"
"Mora, Luis María",1,"person"
"Morales Berti, Luis",1,"person"
"Morales San Martín, Bernardo",1,"person"
"Morante, Ambrosio",1,"person"
"Morato, Juan José",12,"person"
"Morato, Luis",1,"person"
"Morayta, Miguel",11,"person"
"Moréas, Jean",2,"person"
"Morel Fatio",1,"person"
"Moreno-Carbonero, José",3,"person"
"Moreno Alba, Miguel",2,"person"
"Moreno Cantón, Delio",1,"person"
"Moreno Carrillo, J.",1,"person"
"Moreno Rodríguez, P. J.",3,"person"
"Moreno, Alejandro",1,"person"
"Moreno, Antonio de P.",1,"person"
"Moreno, Manuel",1,"person"
"Moret, Segismundo",3,"person"
"Morgado, José",1,"person"
"Morice, Charles",1,"person"
"Morote, Luis",1,"person"
"Morúa Delgado, Martín",2,"person"
"Mosquera, Tomás Cipriano de",7,"person"
"Mostajo, Francisco",2,"person"
"Mota",1,"person"
"Moussy, Martín de",1,"person"
"Mozo, Manuel F.",1,"person"
"Mucha, R.",2,"person"
"Muelas, Ramón",1,"person"
"Mullem, Louis",1,"person"
"Müller, Charles-Louis",1,"person"
"Munch, Edvard",1,"person"
"Munroo, Alick",1,"person"
"Muñoz Fernández, Francisco de Paula",1,"person"
"Muñoz Lucena, Tomás",1,"person"
"Muñoz y Cabrera, Lucas",1,"person"
"Muñoz, César J.",1,"person"
"Muñoz, Gabriel E.",2,"person"
"Muñoz, Luis J.",1,"person"
"Murena, Claudio",1,"person"
"Mürger, Henri",1,"person"
"Murger, Henry",1,"person"
"Murillo, Bartolomé Esteban",2,"person"
"Muro, José",1,"person"
"Muslares, Joaquín",1,"person"
"Musset, Alfred de",18,"person"
"N.",2,"person"
"Nadaud, Gustave",1,"person"
"Nakens, José",15,"person"
"Name missing",7,"person"
"Name on fragment missing",3,"person"
"Name on page missing",1,"person"
"Nanfa, Crisógono de",1,"person"
"Naranjo Martínez, Enrique",4,"person"
"Narváez, Antonio de",3,"person"
"Narváez, Roberto de",5,"person"
"Nauts, Carlos",2,"person"
"Navarrete",2,"person"
"Navarrete, Raoul M.",1,"person"
"Navarro Lamarca, Carlos",15,"person"
"Navarro M., J. R.",1,"person"
"Navarro Reverter, Juan",5,"person"
"Navarro y Ledesma, Francisco",3,"person"
"Navas Spínola, Domingo",1,"person"
"Navas, Miguel L.",1,"person"
"Nedber",1,"person"
"Negueri, D.",3,"person"
"Nereo, Marco",1,"person"
"Nervo, Amado",38,"person"
"Nessy, I.",2,"person"
"Nessy, J.",1,"person"
"Nicholson, William",1,"person"
"Nieremberg, Juan Eusebio",2,"person"
"Nieto Caballero, Agustín",21,"person"
"Nieto Caballero, Luis Eduardo",4,"person"
"Nieto, Ricardo",8,"person"
"Nietzsche, Friedrich",3,"person"
"Nin y Castellanos, Joaquín",5,"person"
"Nocem, César",2,"person"
"Nocém, César",1,"person"
"Nogales Nogales, José",1,"person"
"Nogales, José",2,"person"
"Noguera, Antonio",3,"person"
"Nogués, José María",42,"person"
"Nolasco Préndez, Pedro",1,"person"
"Nonell, Isidre",6,"person"
"Nordau, Max",1,"person"
"Noriac, Jules",1,"person"
"Noriega, Eloy",1,"person"
"Novaro, Bartolomé",2,"person"
"Novelo, José Inés",4,"person"
"Novicow, F.",1,"person"
"Novo y Colson, Pedro de",4,"person"
"Núñez de Arce, Gaspar",22,"person"
"Núñez y Domínguez, José de Jesús",1,"person"
"Núñez y Topete, Salomé",1,"person"
"Núñez, Carlos",1,"person"
"Núñez, Rafael",3,"person"
"O'Kelly, James J.",1,"person"
"O'Neille y Rosiñol, Juan",1,"person"
"O'Ryan y Vázquez, J.",1,"person"
"Obligado, Manuel de",1,"person"
"Obligado, Rafael",5,"person"
"Obregón, Bernardo",1,"person"
"Obregón, M. de",1,"person"
"Ochando, Federico",1,"person"
"Ochoa, José M.",6,"person"
"Ochoa, Rafael",2,"person"
"Odarp, J.",2,"person"
"Ohnet, Georges",1,"person"
"Ojeda Verduzco, Ignacio",1,"person"
"Olaguíbel, Francisco M. de",5,"person"
"Olano, Ricardo",6,"person"
"Olarte, Enrique",1,"person"
"Olaya Herrera, Enrique",3,"person"
"Olivares, Adolfo",1,"person"
"Oliveira Cézar, Filiberto de",1,"person"
"Oliver, Federico",1,"person"
"Oliver, Miquel dels Sants",4,"person"
"Olivos Carrasco, Horacio",1,"person"
"Oller, Narcís",2,"person"
"Olmedilla y Puig, Joaquín",7,"person"
"Onorato, Desiderio",1,"person"
"Opisso, Ricardo",1,"person"
"Orbe, T.",2,"person"
"Orbigny, Alcide Charles Victor Marie Dessalines de",1,"person"
"Ordás, Pablo",1,"person"
"Ordóñez, Mariano",1,"person"
"Orlando",1,"person"
"Orma, Adolfo Fermín",1,"person"
"Orrego Barros, Antonio",2,"person"
"Ors, Eugenio d'",2,"person"
"Orta y Azamor, Agustín de",1,"person"
"Ortega Munilla, José",3,"person"
"Ortega y Gasset, José",1,"person"
"Ortega, Alfonso",2,"person"
"Ortega, Alfredo",4,"person"
"Ortega, Alfredo Tomás",1,"person"
"Ortiz de Pinedo, José",3,"person"
"Ortiz de Pinedo, Manuel",11,"person"
"Ortiz V., Manuel",1,"person"
"Ortiz, Álvaro",1,"person"
"Ortiz, Antonio",1,"person"
"Ortiz, Daniel",1,"person"
"Ortiz, José Joaquín",2,"person"
"Ortiz, José María",1,"person"
"Ortiz, Nicolás",1,"person"
"Ortiz, Rafael",1,"person"
"Ortiz, Venancio",2,"person"
"Orts-Ramos, Tomás",6,"person"
"Ory, Eduardo de",2,"person"
"Oscariz, Victor",2,"person"
"Osmond, Eustache René d'",2,"person"
"Ospina Vásquez, Mariano",40,"person"
"Ospina Vásquez, Tulio",7,"person"
"Ospina, Pedro Nel",5,"person"
"Ossa, José Gregorio",2,"person"
"Ossa, Valentín",1,"person"
"Ossorio y Bernard, Manuel",14,"person"
"Othón, Manuel José",9,"person"
"Oury, Louis",1,"person"
"Ouvré, Henry",1,"person"
"Ovejero, Andrés",1,"person"
"Ovidius Naso, Publius",1,"person"
"Oyuela, Calixto",1,"person"
"P.",3,"person"
"P. A.",1,"person"
"P. del Valle, José",1,"person"
"P. M.",1,"person"
"P. y L., J.",1,"person"
"Pacheco, Francisco",1,"person"
"Páez Jaramillo, Federico",1,"person"
"Páez M., Julián",1,"person"
"Pagadizábal, Fermín",5,"person"
"Pagaza, Joaquín Arcadio",8,"person"
"Pahissa, Jaume",3,"person"
"Paillié, Francisco A.",4,"person"
"Palacio M., Obdulio",2,"person"
"Palacio Muñoz, Obdulio",3,"person"
"Palacio Uribe, Benjamín",1,"person"
"Palacio Uribe, Tomás",1,"person"
"Palacio Valdés, Armando",2,"person"
"Palacio, Eduardo A.",1,"person"
"Palacio, Ernesto O.",1,"person"
"Palacio, Manuel del",77,"person"
"Palacios Olmedo, Manuel de",2,"person"
"Palacios, Eustaquio",1,"person"
"Palacios, Pedro Bonifacio",1,"person"
"Paláu R., Antonio M.",1,"person"
"Paláu, Alfonso",16,"person"
"Paláu, Melchor de",40,"person"
"Palencia, Ceferino",1,"person"
"Pallares, Jacinto",1,"person"
"Palma, Clemente",12,"person"
"Palma, Ricardo",3,"person"
"Palmaroli González, Vicente",1,"person"
"Palomero Dechado, Antonio",22,"person"
"Panzaque",1,"person"
"Papadiamantopoulos, Ioannis",1,"person"
"Papini, Giovanni",1,"person"
"Paradoxa, S.",1,"person"
"Pardo Bazán, Emilia",18,"person"
"Pardo de Figueroa, Mariano",1,"person"
"Pardo Farelo, Enrique",8,"person"
"Pardo, Miguel Eduardo",3,"person"
"Pareja Serrada, Antonio",13,"person"
"Parellada, Pedro",1,"person"
"París, Gonzalo",2,"person"
"Paris, Luis",1,"person"
"París, Luis",1,"person"
"Parlow, Hans",1,"person"
"Parma, Juan de",1,"person"
"Parra Toro, Libardo",5,"person"
"Parra U., Pedro Tomás",1,"person"
"Parra, Gonzalo de la",1,"person"
"Parra, Manuel de la",1,"person"
"Parra, Porfirio",2,"person"
"Parrado, Gil",1,"person"
"Parrilla, H.",1,"person"
"Parsondes",1,"person"
"Parville, Henry de",1,"person"
"Pascal, Blaise",1,"person"
"Pascual Millán",1,"person"
"Pascual, Juan",1,"person"
"Paso, Manuel",4,"person"
"Pasquier, Étienne-Denis",6,"person"
"Pastor Ríos, Justo",1,"person"
"Pastor, Leandro Tomás",10,"person"
"Pat y Valle, Gonzalo",1,"person"
"Paterson, Roberto G.",1,"person"
"Paulo",1,"person"
"Peichersal, R.",1,"person"
"Peláez y Porta, Marcos",1,"person"
"Peláez, Anatolio",1,"person"
"Peláez, Aurelio",1,"person"
"Peláez, Fidel",1,"person"
"Pellegrini, Carlos",3,"person"
"Pellicer y López, Julio",2,"person"
"Peltier, Paul",1,"person"
"Penagos, Ranulfo",1,"person"
"Peña y Reyes, Antonio de la",3,"person"
"Peña, Pedro A.",1,"person"
"Peñafort, Raimundo de",5,"person"
"Peñaranda, Carlos",18,"person"
"Peón del Valle, José",12,"person"
"Peón y Contreras, José",3,"person"
"Pepe sin Métrica",1,"person"
"Perales, Enrique",1,"person"
"Pereda y Revilla, Vicente de",1,"person"
"Pereda, José María de",3,"person"
"Pereira Gamba, Fortunato",3,"person"
"Pereira Gamba, Próspero",16,"person"
"Pereira, Aureliano",1,"person"
"Pereyra, Miguel E.",7,"person"
"Pérez-Galdós, Benito",10,"person"
"Pérez Bonalde, Juan Antonio",1,"person"
"Pérez de Ayala, Ramón",35,"person"
"Pérez de Guzmán y Gallo, Juan",2,"person"
"Pérez de Munguía, Juan",1,"person"
"Pérez Donaz, Ernesto",1,"person"
"Pérez Jiménez, Nicolás",1,"person"
"Pérez Monsalva, Santiago",2,"person"
"Pérez Nieva, Alfonso",6,"person"
"Pérez Rojas, Sixto",1,"person"
"Pérez Triana, Santiago",27,"person"
"Pérez y González, Felipe",1,"person"
"Pérez y Pérez, Valentín",1,"person"
"Pérez Zúñiga, Juan",4,"person"
"Pérez, A. J.",1,"person"
"Pérez, Abel S.",1,"person"
"Pérez, Dionisio",3,"person"
"Pérez, Enrique",1,"person"
"Pérez, Felipe",1,"person"
"Pérez, Gregorio",1,"person"
"Pérez, Manuel R.",1,"person"
"Pérez, Rafael",1,"person"
"Perfecto Minuta",1,"person"
"Perrier, Joseph-Luis",1,"person"
"Peseux-Richard, H.",1,"person"
"Peza, Juan de Dios",5,"person"
"Pezoa Véliz, Carlos",5,"person"
"Pí y Margall, Francisco",4,"person"
"Picasso, Pablo",26,"person"
"Pichardo S., Manuel",1,"person"
"Pichardo, Manuel Serafín",1,"person"
"Pichot, José",8,"person"
"Pichot, Ramón",3,"person"
"Picolo, Manuel",8,"person"
"Picón-Febres, Gonzalo",3,"person"
"Picón Febrés, Gonzalo",1,"person"
"Picón, Jacinto Octavio",10,"person"
"Pieltain, Ricardo",1,"person"
"Piernas y Hurtado, José Manuel",3,"person"
"Pijoán, José",2,"person"
"Pillo, C.",1,"person"
"Pilon, Edmond",1,"person"
"Pimentel Coronel, Manuel",1,"person"
"Pimentel, Emilio",1,"person"
"Pinto, Eliseo",1,"person"
"Pinto, Manuel M.",2,"person"
"Pinxit, Ch. Gill",1,"person"
"Piñeyro, Enrique",1,"person"
"Pirala, Antonio",10,"person"
"Pisemskij, Aleksej Feofilaktovich",4,"person"
"Pizano, Marco A.",1,"person"
"Pizarro, Alejandro",3,"person"
"Plasencia",1,"person"
"Plato",1,"person"
"Platón",1,"person"
"Plaza Ferrand, Marcial",1,"person"
"Plaza, Nicanor",1,"person"
"Pleguezuelo, Francisco",13,"person"
"Poe, Edgar Allan",6,"person"
"Poggio, José Arturo",1,"person"
"Pomar, José",1,"person"
"Pombo, Jorge",1,"person"
"Pombo, Lino de",1,"person"
"Pombo, Rafael",10,"person"
"Ponce de León, Néstor",1,"person"
"Ponce, José",1,"person"
"Pons y Umbert, Adolfo",1,"person"
"Pontes, A.",2,"person"
"Pontmercy, Marius",1,"person"
"Porcar y Tió, Manuel",1,"person"
"Porras, José Ángel",3,"person"
"Portalis, Roger",2,"person"
"Posada Arango, Andrés",3,"person"
"Posada Hernández, Antonio",5,"person"
"Posada, Adolfo",2,"person"
"Posada, Eduardo",12,"person"
"Posada, Guillermo",8,"person"
"Poveda, Julio",18,"person"
"Poyatos, Victoriano",1,"person"
"Pradels, Octave",1,"person"
"Prado, J.",2,"person"
"Préndez Murúa, Pedro Nolasco",1,"person"
"Presos de las cárceles nacionales de Barcelona",3,"person"
"Presos de las cárceles nacionales y del castillo de Montjuich de Barcelona",2,"person"
"Presos del castillo de Montjuich",1,"person"
"Presos del castillo de Montjuich y de las cárceles nacionales de Barcelona",1,"person"
"Prevost, Marcel",1,"person"
"Prévost, Marcel",7,"person"
"Prieto Mera, Francisco",3,"person"
"Prieto Valdés, Casimiro",1,"person"
"Prieto, Guillermo",4,"person"
"Prim, Juan",1,"person"
"Primo de Rivera y Sobremonte, Fernando",2,"person"
"Primo de Rivera, Rafael",1,"person"
"Príncipe y Satorres, Enrique",36,"person"
"Príncipe, Miguel Agustín",3,"person"
"Prudhomme, Sully",14,"person"
"Prugent Lobera, Enrique",14,"person"
"Pruneda, Álvaro",1,"person"
"Prutz, Robert",1,"person"
"Puebla, Dionisio",1,"person"
"Pueyrredón, Juan Martín de",3,"person"
"Puga de Losada, Amalia",1,"person"
"Puga y Acal, Manuel",3,"person"
"Pujol Martínez, Juan",1,"person"
"Pulido, Ángel",1,"person"
"Puvis de Chavannes, Pierre",9,"person"
"Puyo, Constant",1,"person"
"Queirós, Eça de",1,"person"
"Quental, Antero de",1,"person"
"Querol Subirats, Agustín",4,"person"
"Querol, Agustín",4,"person"
"Querol, Vicente",1,"person"
"Quesada, Ernesto",1,"person"
"Quesnel, Léo",2,"person"
"Quevedo Álvarez, Tomás",5,"person"
"Quevedo y Zubieta, Salvador",2,"person"
"Quevedo, Francisco de",1,"person"
"Quijano Torres, Antonio",1,"person"
"Quijano, Arturo",7,"person"
"Quijano, Arturo A.",1,"person"
"Quintana, Manuel José",2,"person"
"Quinto, Pío",3,"person"
"R.",2,"person"
"R. P.",7,"person"
"R. P. R.",1,"person"
"R.D.",1,"person"
"R.S.",3,"person"
"Rabot, Charles",1,"person"
"Rachilde",1,"person"
"Rada y Delgado, Juan de Díos de la",1,"person"
"Radesal",2,"person"
"Rafart, Eugenio",1,"person"
"Rameau, Jean",1,"person"
"Ramírez Ángel, Emiliano",6,"person"
"Ramírez de Saavedra, Enrique (Duque de Rivas)",22,"person"
"Ramírez G., Enrique",2,"person"
"Ramírez y Doreste, Rafael",1,"person"
"Ramírez, Clodomiro",2,"person"
"Ramón y Cajal, Santiago",6,"person"
"Ramos Calderón, Antonio",5,"person"
"Ramos Carrión, Miguel",3,"person"
"Ramos Mejía, Francisco",1,"person"
"Ramos Mejía, José María",2,"person"
"Ramos Ruiz, Gonzalo",1,"person"
"Ramos Urdaneta, Alfredo",6,"person"
"Ramos, José Luis",1,"person"
"Rasch Isla, Miguel",5,"person"
"Raurich, Nicolau",1,"person"
"Raymond, de Penyafort, Saint",1,"person"
"Real de Azúa, Gabriel",1,"person"
"Rebell, Hugues",1,"person"
"Reboux, Paul",1,"person"
"Recio de Tirteafuera, Pedro",2,"person"
"Reclus, Jacques Élisée",1,"person"
"Reglero Soto, Antonio",1,"person"
"Régnier, Henri de",3,"person"
"Regoyos, Dario de",18,"person"
"Reibrach, Jean",1,"person"
"Reina, Manuel",14,"person"
"Remo, M.",1,"person"
"Remouchamps, Victor",1,"person"
"Rémy, François",4,"person"
"Renan, Ernest",6,"person"
"Renard, Jules",1,"person"
"Rendón, Francisco de Paula",3,"person"
"Rendón, Ricardo",20,"person"
"Reparaz, Gonzalo de",1,"person"
"Répide, Pedro de",3,"person"
